,date time,latitude,longitude,accuracy(m),speed(m/s),bearing(deg),latcrack_confidence,longcrack_confidence,crockcrack_confidence,pothole_confidence,lineblur_confidence,latcrack_fault,longcrack_fault,crockcrack_fault,pothole_fault,lineblur_fault,image
0,2020-11-04 17:48:25,49.15249253,-125.90857237,4,0.0,,0.535418713508306,0.1182118788982921,0.36697340497007036,0.34385511562142024,0.7409804826917225,0,0,0,0,0,none
1,2020-11-04 17:48:26,49.15248935,-125.90857115,4,0.0,,0.4095059138243664,0.5001698233742148,0.0954923431049075,0.886412513176467,0.12180839315710967,0,0,0,0,0,none
2,2020-11-04 17:48:27,49.15248674,-125.9085659,4,0.0,,0.05117922376143469,0.6590004835294527,0.4038663119381808,0.5606631390850193,0.23920206555410706,0,0,0,0,0,none
3,2020-11-04 17:48:28,49.15248856,-125.90857076,4,0.0,,0.04792971999715012,0.36264776623527617,0.7717065116412413,0.8272148390077895,0.42324124118659634,0,0,0,0,0,none
4,2020-11-04 17:48:29,49.15248999,-125.90856971,4,0.0,,0.8024529426043293,0.8331545418096852,0.6941609358226954,0.5666790321022231,0.47529189453700704,0,0,0,0,0,none
5,2020-11-04 17:48:30,49.15248839,-125.90856961,4,0.0,,0.512817201441874,0.1571749485500451,0.6367173404420897,0.7657756673150404,0.8544072489124566,0,0,0,0,0,none
6,2020-11-04 17:48:31,49.15248754,-125.90856906,4,0.0,,0.409746798394642,0.7176254801895788,0.21356060703073643,0.15108126182771953,0.9756276446125655,0,0,0,0,0,none
7,2020-11-04 17:48:32,49.15248702,-125.90856617,4,0.0,,0.30289994904743367,0.47433825892054005,0.8590946944290166,0.32363242051872654,0.15402399875977668,0,0,0,0,0,none
8,2020-11-04 17:48:33,49.15248868,-125.90856794,4,0.0,,0.9837689219800659,0.6328644272156645,0.30147148317564276,0.786070341380466,0.13862708976189753,0,0,0,0,0,none
9,2020-11-04 17:48:34,49.15248753,-125.90856566,4,0.0,,0.3759890360335989,0.12531348584305335,0.2647037595732976,0.3239893087060388,0.10035851229378756,0,0,0,0,0,none
10,2020-11-04 17:48:35,49.15248975,-125.90856503,4,0.0,,0.511045576823362,0.7131463469130551,0.1596346324880844,0.25467302218597976,0.25151492607332326,0,0,0,0,0,none
11,2020-11-04 17:48:36,49.15249176,-125.90856543,4,0.0,,0.24955804983346652,0.28421747227905314,0.6122891259001867,0.6515553427962306,0.5497265014588513,0,0,0,0,0,none
12,2020-11-04 17:48:37,49.15249166,-125.90856585,4,0.0,,0.46703503404588054,0.3929765958631125,0.7601479566710339,0.06275287422714759,0.08424108679082687,0,0,0,0,0,none
13,2020-11-04 17:48:38,49.15248864,-125.90856734,4,0.0,,0.6829506008008764,0.48150370275147814,0.3928564746226053,0.35698739440800176,0.3750773497289972,0,0,0,0,0,none
14,2020-11-04 17:48:39,49.15248643,-125.9085699,4,0.0,,0.7402526666397946,0.21205525505357403,0.09991137112714032,0.5262314659915626,0.13431427237076177,0,0,0,0,0,none
15,2020-11-04 17:48:40,49.15248617,-125.9085675,4,0.0,,0.8134957190238793,0.04101718554800182,0.5277374686132463,0.9099095398260298,0.31286961163435634,0,0,0,0,0,none
16,2020-11-04 17:48:41,49.15248552,-125.9085662,4,0.0,,0.693797617776306,0.3601144908950453,0.2717823975165258,0.4698569490972878,0.33177876277163487,0,0,0,0,0,none
17,2020-11-04 17:48:42,49.15248834,-125.90856473,4,0.0,,0.960598437521174,0.009540239669065587,0.612020028968668,0.5904618916961771,0.6691738539642234,0,0,0,0,0,none
18,2020-11-04 17:48:43,49.15249131,-125.90855918,4,0.0,,0.052498829034465344,0.2682026061593922,0.5845946077142292,0.002295105300130107,0.46712520618121844,0,0,0,0,0,none
19,2020-11-04 17:48:44,49.15249475,-125.90857443,4,0.0,,0.7040272649755271,0.7550486271159766,0.06470517687040744,0.6756622137713025,0.20457347216311905,0,0,0,0,0,none
20,2020-11-04 17:48:45,49.15249159,-125.90857007,4,0.0,,0.278028668361583,0.3376927551010852,0.8050757999518628,0.6296558340933048,0.3774738215826512,0,0,0,0,0,none
21,2020-11-04 17:48:46,49.15249036,-125.90856565,4,0.0,,0.7590089115122918,0.33472072149694887,0.756770648349481,0.13087320281766557,0.1721583685182585,0,0,0,0,0,none
22,2020-11-04 17:48:47,49.15249089,-125.9085619,4,0.0,,0.321138058654042,0.17923156580009614,0.9568287155090534,0.10454431173782108,0.8595023498683795,0,0,0,0,0,none
23,2020-11-04 17:48:48,49.15249265,-125.90856706,4,0.0,,0.791054291407599,0.05570848405561568,0.6627388140025151,0.9573081871735617,0.9914112381699968,0,0,0,0,1,CAN_3000.jpg
24,2020-11-04 17:48:49,49.15249294,-125.90856303,4,0.0,,0.30688983509744727,0.054859822782624246,0.20017357617983633,0.6191757512163789,0.8360653367594955,0,0,0,0,0,none
25,2020-11-04 17:48:50,49.15249594,-125.90856894,4,0.0,,0.4708260043254947,0.9876552009980141,0.7631754907609299,0.117315090919064,0.39094224623075347,0,0,0,0,0,none
26,2020-11-04 17:48:51,49.15249659,-125.90856792,4,0.0,,0.6416019964779122,0.07031989951307183,0.20429469131072409,0.730301544758412,0.5686095530302258,0,0,0,0,0,none
27,2020-11-04 17:48:52,49.15249834,-125.9085737,4,0.0,,0.5849201750019691,0.007603371695954153,0.6928310253891714,0.04353879824025253,0.6110159535695309,0,0,0,0,0,none
28,2020-11-04 17:48:53,49.15249922,-125.90857541,4,0.0,,0.11562368350859065,0.6828584507331799,0.9743940221894183,0.8610143759292636,0.33400444980837196,0,0,0,0,0,none
29,2020-11-04 17:48:54,49.15249858,-125.90857416,4,0.0,,0.6585114955916793,0.6367035873242852,0.2535807171891563,0.9350879311776448,0.6361867379609949,0,0,0,0,0,none
30,2020-11-04 17:48:55,49.15249483,-125.90857146,4,0.0,,0.014264727565380886,0.6770945707340819,0.09321545898115402,0.1738045459469787,0.3360519565989989,0,0,0,0,0,none
31,2020-11-04 17:48:56,49.15249065,-125.90857283,4,0.0,,0.18864924082289425,0.4611332278584548,0.3151183694255527,0.4602244505481031,0.3759323442602711,0,0,0,0,0,none
32,2020-11-04 17:48:57,49.15248778,-125.90856687,4,0.0,,0.7873523189686753,0.7723687070919163,0.8941299815969774,0.34106179306987416,0.9349666523681204,0,0,0,0,0,none
33,2020-11-04 17:48:58,49.15248828,-125.90856274,4,0.0,,0.3072655360893094,0.2581398836362139,0.6263239628468276,0.9133863199930166,0.4261361565753503,0,0,0,0,0,none
34,2020-11-04 17:48:59,49.15249034,-125.90856292,4,0.0,,0.9774357078630045,0.08920185204856002,0.760819700137122,0.4912644925492875,0.16621359838939864,0,0,0,0,0,none
35,2020-11-04 17:49:00,49.15248872,-125.90856173,4,0.0,,0.7121859041573789,0.44257176400278686,0.5675183203662254,0.38009203137977265,0.8953466691963583,0,0,0,0,0,none
36,2020-11-04 17:49:01,49.1524859,-125.90855531,4,0.0,,0.11601799434406956,0.7207886806991254,0.5786160129363775,0.9696410590668472,0.17588911285866504,0,0,0,0,0,none
37,2020-11-04 17:49:02,49.15248551,-125.90855052,4,0.0,,0.8943420931854014,0.45736723880042185,0.26464030732225396,0.8210104858555122,0.9446836753312162,0,0,0,0,0,none
38,2020-11-04 17:49:03,49.15248391,-125.9085532,4,0.0,,0.3207368555500909,0.6984124078075766,0.7079727318110657,0.758022949864461,0.6807782192416946,0,0,0,0,0,none
39,2020-11-04 17:49:04,49.15248213,-125.908554,4,0.0,,0.41339949611370697,0.6576387347075391,0.09307320769772565,0.5142503389954839,0.4597706135459805,0,0,0,0,0,none
40,2020-11-04 17:49:05,49.15247913,-125.90855602,4,0.0,,0.4077688733728122,0.16716847148301506,0.8121426999768143,0.13538680434175754,0.5654672715504633,0,0,0,0,0,none
41,2020-11-04 17:49:06,49.15247919,-125.90855853,4,0.0,,0.4265220604708234,0.7399355877900939,0.17935254569354742,0.111373250668509,0.9076426436198696,0,0,0,0,0,none
42,2020-11-04 17:49:07,49.15248246,-125.9085598,4,0.0,,0.23868111110589596,0.27691867654140456,0.42984144732589014,0.9065966232138688,0.032485492810994776,0,0,0,0,0,none
43,2020-11-04 17:49:08,49.15248151,-125.90855295,4,0.0,,0.44060329626364103,0.7346951857692234,0.8847275426623431,0.26932379926029726,0.598922295310649,0,0,0,0,0,none
44,2020-11-04 17:49:09,49.15248048,-125.90854919,4,0.0,,0.14063040076897126,0.41929536182619886,0.7730986425632668,0.40899319748195717,0.14802477233040856,0,0,0,0,0,none
45,2020-11-04 17:49:10,49.15247968,-125.90855324,4,0.0,,0.13010530886073668,0.40501134259105387,0.5234371445638387,0.3564651157427776,0.45539793126728023,0,0,0,0,0,none
46,2020-11-04 17:49:11,49.15248115,-125.90855767,4,0.0,,0.6001562132564672,0.43124316527158046,0.713355092494239,0.9314685076360294,0.6795629147147855,0,0,0,0,0,none
47,2020-11-04 17:49:12,49.15248094,-125.90856178,4,0.0,,0.6446048096488082,0.47726332160210094,0.6632049463524675,0.48176465518124834,0.5147873421366231,0,0,0,0,0,none
48,2020-11-04 17:49:13,49.15248226,-125.90855596,4,0.0,,0.3320017345569306,0.7535131969055029,0.5317500923627761,0.6800883620748356,0.20288074954004676,0,0,0,0,0,none
49,2020-11-04 17:49:14,49.15248336,-125.90855873,4,0.0,,0.5029909286823725,0.3272320049312384,0.4440951594538266,0.7641964091755249,0.06793751600803122,0,0,0,0,0,none
50,2020-11-04 17:49:15,49.15248228,-125.90855771,4,0.0,,0.45433607047320446,0.4171479521392123,0.6525264921625715,0.017023619984479543,0.287091858403417,0,0,0,0,0,none
51,2020-11-04 17:49:16,49.15248251,-125.90856157,4,0.0,,0.46981708438894554,0.16575867531755384,0.3562679736085621,0.779096412967734,0.0908304008419678,0,0,0,0,0,none
52,2020-11-04 17:49:17,49.15248439,-125.90856339,4,0.0,,0.21309796790159563,0.32331669942412145,0.8668584113978466,0.5894999771240106,0.10989433538729054,0,0,0,0,0,none
53,2020-11-04 17:49:18,49.15248529,-125.90856372,4,0.0,,0.34740420051413123,0.7413821903413258,0.13230320738662937,0.929795550387798,0.03619596630368194,0,0,0,0,0,none
54,2020-11-04 17:49:19,49.15248858,-125.90856625,4,0.0,,0.6630684896519992,0.1646996431858344,0.2964202601083271,0.24520811704840295,0.607411323430932,0,0,0,0,0,none
55,2020-11-04 17:49:20,49.1524873,-125.90857106,4,0.0,,0.0258491015666259,0.42188503145031775,0.48831431618325727,0.9969890825180232,0.5763072422094433,0,0,0,1,0,CAN_3000.jpg
56,2020-11-04 17:49:21,49.15248349,-125.90856666,4,0.0,,0.7918844309829238,0.20647659289316456,0.47537654542500896,0.1608708546889318,0.3060076050088335,0,0,0,0,0,none
57,2020-11-04 17:49:22,49.15248401,-125.90857066,4,0.0,,0.16589331642525829,0.6292155054777308,0.2275268011014987,0.9947614913679089,0.8860311617776384,0,0,0,1,0,CAN_3000.jpg
58,2020-11-04 17:49:23,49.15248618,-125.90857354,4,0.0,,0.18340899758677653,0.5246893456392898,0.947537941194764,0.22940497402722337,0.991681667572439,0,0,0,0,1,CAN_3000.jpg
59,2020-11-04 17:49:24,49.15248521,-125.90856866,4,0.0,,0.8722021721420538,0.395993340901603,0.5632050257028243,0.5286885052914572,0.07382532449323376,0,0,0,0,0,none
60,2020-11-04 17:49:25,49.15248803,-125.90856926,4,0.0,,0.6378143537814636,0.3509322215468872,0.4188141069304284,0.5858448422411524,0.6886173605785315,0,0,0,0,0,none
61,2020-11-04 17:49:26,49.1524872,-125.90857218,4,0.0,,0.23720037861505128,0.5276456296419563,0.1509717103681939,0.6385965778789774,0.6977827431786012,0,0,0,0,0,none
62,2020-11-04 17:49:27,49.15248831,-125.90857386,4,0.0,,0.762226390026918,0.5525684322415264,0.5298056668973266,0.9654116053378826,0.10071445716200633,0,0,0,0,0,none
63,2020-11-04 17:49:28,49.15248567,-125.90857372,4,0.0,,0.19979832799350228,0.18989112077437675,0.6227447925295893,0.4770557094522868,0.7700693340702852,0,0,0,0,0,none
64,2020-11-04 17:49:29,49.15248243,-125.90858069,4,0.0,,0.04492732196810523,0.7894959454534988,0.5774642254448246,0.29885495396091377,0.8311425404538817,0,0,0,0,0,none
65,2020-11-04 17:49:30,49.1524854,-125.90858399,4,0.0,,0.4600965699831919,0.3955517758009067,0.13782915011340902,0.6326555995901998,0.1589793691698974,0,0,0,0,0,none
66,2020-11-04 17:49:31,49.15248988,-125.90858107,4,0.33,21.0,0.04407165550658754,0.9803946696222389,0.8787627120333324,0.1810131592681834,0.3001844366163815,0,0,0,0,0,none
67,2020-11-04 17:49:32,49.15249218,-125.90857513,4,0.48,24.0,0.6690357557724717,0.975667871222896,0.5082013788278,0.49065506502923006,0.5536226224710739,0,0,0,0,0,none
68,2020-11-04 17:49:33,49.15249797,-125.90857361,4,0.48,23.0,0.8573237852689714,0.8579809562763437,0.47922340746014236,0.03102244512020369,0.5609937721718322,0,0,0,0,0,none
69,2020-11-04 17:49:34,49.15250164,-125.90857241,4,0.66,21.0,0.9702196599077212,0.37012879867394166,0.09339133762125518,0.19757992955633064,0.49472242032568325,0,0,0,0,0,none
70,2020-11-04 17:49:35,49.1525082,-125.90857024,4,0.44,17.0,0.12510487284141802,0.08729180965473204,0.11860865545386823,0.26272116781141686,0.8724383354387716,0,0,0,0,0,none
